  Principal QN n  Azimuthal QN l
  0.12109733E+05  0.18788900E-19
  0.12619527E+05  0.14773746E-19
  0.13150781E+05  0.11506096E-19
  0.13704400E+05  0.97211451E-20
  0.14281326E+05  0.81899310E-20
  0.14882538E+05  0.62561172E-20
  0.15509061E+05  0.48726935E-20
  0.16161958E+05  0.40563236E-20
  0.16842341E+05  0.33825638E-20
  0.17551367E+05  0.24568196E-20
  0.18290241E+05  0.19999685E-20
  0.19060220E+05  0.17660408E-20
  0.19862614E+05  0.13201992E-20
  0.20698787E+05  0.10823388E-20
  0.21570160E+05  0.92921920E-21
  0.22478217E+05  0.72762149E-21
  0.23424501E+05  0.53151526E-21
  0.24410621E+05  0.47005409E-21
  0.25438255E+05  0.39268010E-21
  0.26509150E+05  0.25745475E-21
  0.27625127E+05  0.24182686E-21
  0.28788085E+05  0.19590855E-21
  0.30000000E+05  0.15520543E-21
